OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
03/01/2022,19/11/2021,SO61423,538,13559,8,3,2
03/01/2022,25/10/2021,SO61423,220,13559,8,4,1
03/01/2022,19/09/2021,SO61423,606,13559,8,1,1
03/01/2022,10/10/2021,SO61426,477,27500,9,3,2
03/01/2022,24/11/2021,SO61426,479,27500,9,2,2
03/01/2022,09/10/2021,SO61426,214,27500,9,4,1
03/01/2022,19/10/2021,SO61426,606,27500,9,1,1
03/01/2022,03/10/2021,SO61392,535,26687,1,1,2
03/01/2022,06/12/2021,SO61406,528,21522,7,1,2
03/01/2022,22/11/2021,SO61406,536,21522,7,2,2
03/01/2022,30/09/2021,SO61406,215,21522,7,3,1
03/01/2022,01/11/2021,SO61406,488,21522,7,4,1
03/01/2022,06/10/2021,SO61412,223,12079,4,6,2
03/01/2022,04/11/2021,SO61412,477,12079,4,5,2
03/01/2022,19/11/2021,SO61412,478,12079,4,4,2
03/01/2022,08/09/2021,SO61412,485,12079,4,3,2
03/01/2022,24/10/2021,SO61412,362,12079,4,1,1
03/01/2022,01/11/2021,SO61412,488,12079,4,7,1
03/01/2022,16/10/2021,SO61412,537,12079,4,2,1
03/01/2022,15/11/2021,SO61408,529,26915,10,1,2
03/01/2022,26/09/2021,SO61408,487,26915,10,2,1
03/01/2022,02/10/2021,SO61378,223,18270,9,1,2
03/01/2022,21/11/2021,SO61396,477,25328,6,1,2
03/01/2022,18/11/2021,SO61396,220,25328,6,2,1
03/01/2022,27/10/2021,SO61396,235,25328,6,3,1
03/01/2022,02/12/2021,SO61422,530,12986,6,2,2
03/01/2022,13/10/2021,SO61422,220,12986,6,4,1
03/01/2022,11/10/2021,SO61422,541,12986,6,3,1
03/01/2022,14/12/2021,SO61422,563,12986,6,1,1
03/01/2022,16/09/2021,SO61390,541,27458,4,1,2
03/01/2022,13/10/2021,SO61390,220,27458,4,3,1
03/01/2022,27/10/2021,SO61390,530,27458,4,2,1
03/01/2022,20/09/2021,SO61384,529,11086,4,1,3
03/01/2022,13/11/2021,SO61384,232,11086,4,2,1
03/01/2022,07/12/2021,SO61402,466,14254,4,3,3
03/01/2022,15/12/2021,SO61402,485,14254,4,1,2
03/01/2022,26/09/2021,SO61402,220,14254,4,2,1
03/01/2022,06/12/2021,SO61393,529,16085,6,2,3
03/01/2022,26/11/2021,SO61393,214,16085,6,3,1
03/01/2022,08/12/2021,SO61393,540,16085,6,1,1
03/01/2022,03/10/2021,SO61424,220,22674,8,2,1
03/01/2022,17/10/2021,SO61424,606,22674,8,1,1
03/01/2022,13/10/2021,SO61405,484,16943,8,3,2
03/01/2022,04/12/2021,SO61405,528,16943,8,2,2
03/01/2022,02/12/2021,SO61405,535,16943,8,1,2
03/01/2022,12/11/2021,SO61421,223,13284,6,1,2
03/01/2022,07/10/2021,SO61421,576,13284,6,2,1
03/01/2022,11/11/2021,SO61403,528,14942,7,1,2
04/01/2022,11/09/2021,SO61460,528,15442,7,1,2
04/01/2022,23/10/2021,SO61460,535,15442,7,2,2
04/01/2022,27/09/2021,SO61460,473,15442,7,3,1
04/01/2022,04/11/2021,SO61435,223,17250,9,2,2
04/01/2022,07/12/2021,SO61435,488,17250,9,1,1
04/01/2022,20/10/2021,SO61455,466,11215,6,2,2
04/01/2022,16/11/2021,SO61455,474,11215,6,1,1
04/01/2022,21/09/2021,SO61453,477,15572,6,1,2
04/01/2022,04/10/2021,SO61453,478,15572,6,2,2
04/01/2022,04/10/2021,SO61453,215,15572,6,3,1
04/01/2022,08/12/2021,SO61475,220,13366,6,2,1
04/01/2022,28/11/2021,SO61475,562,13366,6,1,1
04/01/2022,09/09/2021,SO61436,477,16016,9,3,2
04/01/2022,26/11/2021,SO61436,479,16016,9,4,2
04/01/2022,17/11/2021,SO61436,530,16016,9,1,2
04/01/2022,11/12/2021,SO61436,541,16016,9,2,2
04/01/2022,19/10/2021,SO61469,560,16424,7,1,1
05/01/2022,25/09/2021,SO61532,477,23265,1,3,2
05/01/2022,05/12/2021,SO61532,479,23265,1,2,2
05/01/2022,07/09/2021,SO61532,481,23265,1,4,1
05/01/2022,19/11/2021,SO61532,606,23265,1,1,1
05/01/2022,28/10/2021,SO61487,232,14217,9,1,1
05/01/2022,19/09/2021,SO61517,537,13071,6,1,1
05/01/2022,25/10/2021,SO61515,480,14784,10,3,2
05/01/2022,17/09/2021,SO61515,530,14784,10,2,2
05/01/2022,11/09/2021,SO61515,541,14784,10,1,2
06/01/2022,29/11/2021,SO61594,223,22480,7,5,2
06/01/2022,14/09/2021,SO61594,477,22480,7,3,2
06/01/2022,06/12/2021,SO61594,479,22480,7,2,1
06/01/2022,21/11/2021,SO61594,491,22480,7,4,1
06/01/2022,26/09/2021,SO61594,606,22480,7,1,1
06/01/2022,14/10/2021,SO61540,477,22176,9,3,2
06/01/2022,17/11/2021,SO61540,478,22176,9,2,2
06/01/2022,21/09/2021,SO61540,472,22176,9,4,1
06/01/2022,09/11/2021,SO61540,485,22176,9,1,1
06/01/2022,03/10/2021,SO61567,529,16266,7,2,2
06/01/2022,01/10/2021,SO61567,539,16266,7,1,2
06/01/2022,22/09/2021,SO61567,215,16266,7,3,1
06/01/2022,11/10/2021,SO61577,485,12788,4,1,3
06/01/2022,27/09/2021,SO61577,215,12788,4,2,1
06/01/2022,21/10/2021,SO61591,538,22787,4,2,3
06/01/2022,30/11/2021,SO61591,529,22787,4,3,2
06/01/2022,30/09/2021,SO61591,487,22787,4,4,1
06/01/2022,01/10/2021,SO61591,605,22787,4,1,1
06/01/2022,06/11/2021,SO61545,223,11369,9,1,2
06/01/2022,25/11/2021,SO61545,235,11369,9,2,1
06/01/2022,28/10/2021,SO61563,528,16049,8,1,2
06/01/2022,14/09/2021,SO61563,215,16049,8,2,1
06/01/2022,24/11/2021,SO61582,215,15048,10,2,1
06/01/2022,19/11/2021,SO61582,568,15048,10,1,1
06/01/2022,30/10/2021,SO61546,223,18206,9,1,2
06/01/2022,28/09/2021,SO61549,356,13562,10,1,1
06/01/2022,29/11/2021,SO61558,480,12165,6,3,3
06/01/2022,10/12/2021,SO61558,528,12165,6,2,2
06/01/2022,19/10/2021,SO61558,536,12165,6,1,2
06/01/2022,09/10/2021,SO61597,480,27513,9,3,2
06/01/2022,04/11/2021,SO61597,538,27513,9,2,2
06/01/2022,01/12/2021,SO61597,606,27513,9,1,1
06/01/2022,31/10/2021,SO61578,490,11563,10,1,1
06/01/2022,16/09/2021,SO61592,383,24047,10,1,1
06/01/2022,26/11/2021,SO61592,488,24047,10,2,1
06/01/2022,12/12/2021,SO61588,352,13130,9,1,1
06/01/2022,27/10/2021,SO61588,537,13130,9,2,1
06/01/2022,12/11/2021,SO61576,484,12978,4,4,3
06/01/2022,09/12/2021,SO61576,480,12978,4,3,1
06/01/2022,08/09/2021,SO61576,528,12978,4,1,1
06/01/2022,13/11/2021,SO61576,537,12978,4,2,1
06/01/2022,20/10/2021,SO61579,214,12966,4,2,1
06/01/2022,13/10/2021,SO61579,232,12966,4,3,1
06/01/2022,21/09/2021,SO61579,485,12966,4,1,1
06/01/2022,22/12/2021,SO61587,480,13117,9,3,2
06/01/2022,04/12/2021,SO61587,485,13117,9,2,2
06/01/2022,14/10/2021,SO61587,352,13117,9,1,1
06/01/2022,16/12/2021,SO61568,480,17951,10,2,3
06/01/2022,13/10/2021,SO61568,535,17951,10,1,1
06/01/2022,26/11/2021,SO61565,528,14543,8,2,3
06/01/2022,30/11/2021,SO61565,480,14543,8,3,2
06/01/2022,22/10/2021,SO61565,537,14543,8,1,1
06/01/2022,12/09/2021,SO61572,482,12134,10,3,2
06/01/2022,05/11/2021,SO61572,529,12134,10,2,2
06/01/2022,01/12/2021,SO61572,538,12134,10,1,2
06/01/2022,12/11/2021,SO61552,529,11505,6,1,3
06/01/2022,24/11/2021,SO61552,215,11505,6,2,1
06/01/2022,12/09/2021,SO61552,235,11505,6,3,1
06/01/2022,22/09/2021,SO61566,529,15711,10,1,2
06/01/2022,05/10/2021,SO61566,215,15711,10,3,1
06/01/2022,13/10/2021,SO61566,540,15711,10,2,1
06/01/2022,02/10/2021,SO61557,540,24285,1,1,1
06/01/2022,22/12/2021,SO61593,223,27823,8,3,2
06/01/2022,13/10/2021,SO61593,214,27823,8,2,1
06/01/2022,12/10/2021,SO61593,383,27823,8,1,1
06/01/2022,13/12/2021,SO61570,223,17809,7,5,2
06/01/2022,26/11/2021,SO61570,480,17809,7,3,2
06/01/2022,02/11/2021,SO61570,528,17809,7,2,2
06/01/2022,19/10/2021,SO61570,536,17809,7,1,2
06/01/2022,12/12/2021,SO61570,486,17809,7,4,1
06/01/2022,15/09/2021,SO61561,477,18380,1,1,3
06/01/2022,15/11/2021,SO61561,484,18380,1,2,2
06/01/2022,20/11/2021,SO61544,529,25266,9,1,2
06/01/2022,26/09/2021,SO61544,488,25266,9,2,1
06/01/2022,27/09/2021,SO61548,223,12386,8,4,2
06/01/2022,10/10/2021,SO61548,485,12386,8,2,2
06/01/2022,10/10/2021,SO61548,232,12386,8,3,1
06/01/2022,09/09/2021,SO61548,360,12386,8,1,1
06/01/2022,21/09/2021,SO61560,477,16213,6,2,2
06/01/2022,11/11/2021,SO61560,478,16213,6,1,2
06/01/2022,08/12/2021,SO61560,215,16213,6,3,1
06/01/2022,21/09/2021,SO61575,232,17371,6,2,1
06/01/2022,02/12/2021,SO61575,485,17371,6,1,1
06/01/2022,30/09/2021,SO61541,476,26164,9,1,1
06/01/2022,18/10/2021,SO61569,536,17711,7,1,3
06/01/2022,16/09/2021,SO61569,528,17711,7,2,2
06/01/2022,24/09/2021,SO61569,214,17711,7,3,1
06/01/2022,21/10/2021,SO61595,477,26956,10,2,3
06/01/2022,22/11/2021,SO61595,479,26956,10,3,2
06/01/2022,13/09/2021,SO61595,489,26956,10,4,1
06/01/2022,28/11/2021,SO61595,606,26956,10,1,1
06/01/2022,28/11/2021,SO61574,538,29439,10,1,2
06/01/2022,18/12/2021,SO61574,480,29439,10,2,1
06/01/2022,24/11/2021,SO61589,477,29203,4,2,2
06/01/2022,19/12/2021,SO61589,479,29203,4,3,2
06/01/2022,13/11/2021,SO61589,567,29203,4,1,1
06/01/2022,05/12/2021,SO61562,220,18944,6,2,1
06/01/2022,07/10/2021,SO61562,485,18944,6,1,1
06/01/2022,19/09/2021,SO61553,223,12068,4,2,2
06/01/2022,30/09/2021,SO61553,229,12068,4,1,1
06/01/2022,17/12/2021,SO61586,480,17728,9,4,2
06/01/2022,20/10/2021,SO61586,529,17728,9,3,2
06/01/2022,09/12/2021,SO61586,539,17728,9,2,2
06/01/2022,20/09/2021,SO61586,385,17728,9,1,1
06/01/2022,09/12/2021,SO61590,220,26012,4,2,1
06/01/2022,27/11/2021,SO61590,562,26012,4,1,1
06/01/2022,29/11/2021,SO61556,529,23796,4,2,2
06/01/2022,25/09/2021,SO61556,540,23796,4,1,1
06/01/2022,01/12/2021,SO61550,528,15097,10,3,2
06/01/2022,24/09/2021,SO61550,360,15097,10,1,1
06/01/2022,05/12/2021,SO61550,480,15097,10,4,1
06/01/2022,29/09/2021,SO61550,537,15097,10,2,1
06/01/2022,11/11/2021,SO61584,220,25215,9,2,1
06/01/2022,10/11/2021,SO61584,387,25215,9,1,1
06/01/2022,14/11/2021,SO61542,528,12997,9,1,2
06/01/2022,20/10/2021,SO61542,220,12997,9,2,1
06/01/2022,05/10/2021,SO61580,356,15850,6,1,1
06/01/2022,20/11/2021,SO61580,487,15850,6,2,1
06/01/2022,28/10/2021,SO61571,528,19373,8,2,2
06/01/2022,05/12/2021,SO61571,536,19373,8,1,2
06/01/2022,03/12/2021,SO61571,487,19373,8,3,1
06/01/2022,12/11/2021,SO61554,529,28225,4,2,2
06/01/2022,14/12/2021,SO61554,538,28225,4,1,2
06/01/2022,28/10/2021,SO61554,214,28225,4,3,1
06/01/2022,29/10/2021,SO61543,480,12690,9,2,2
06/01/2022,22/11/2021,SO61543,529,12690,9,1,2
06/01/2022,17/10/2021,SO61583,541,14192,7,2,2
06/01/2022,22/12/2021,SO61583,563,14192,7,1,1
06/01/2022,08/09/2021,SO61547,477,17902,8,3,3
06/01/2022,13/11/2021,SO61547,479,17902,8,2,2
06/01/2022,15/10/2021,SO61547,583,17902,8,1,1
06/01/2022,22/10/2021,SO61555,480,11330,6,3,2
06/01/2022,24/09/2021,SO61555,528,11330,6,1,2
06/01/2022,19/10/2021,SO61555,535,11330,6,2,2
06/01/2022,14/09/2021,SO61581,485,14434,4,2,2
06/01/2022,12/09/2021,SO61581,354,14434,4,1,1
06/01/2022,30/09/2021,SO61581,488,14434,4,3,1
06/01/2022,22/09/2021,SO61559,464,19224,6,3,2
06/01/2022,15/09/2021,SO61559,529,19224,6,1,2
06/01/2022,02/11/2021,SO61559,220,19224,6,4,1
06/01/2022,15/11/2021,SO61559,540,19224,6,2,1
06/01/2022,12/12/2021,SO61573,477,16294,10,1,2
06/01/2022,04/10/2021,SO61573,482,16294,10,2,2
06/01/2022,23/11/2021,SO61564,528,15680,8,1,2
06/01/2022,17/09/2021,SO61539,480,20282,9,3,2
06/01/2022,19/12/2021,SO61539,528,20282,9,2,2
06/01/2022,28/09/2021,SO61539,536,20282,9,1,2
06/01/2022,13/09/2021,SO61596,590,17232,9,1,1
06/01/2022,14/10/2021,SO61585,383,24477,9,1,1
06/01/2022,23/09/2021,SO61551,462,11890,4,2,2
06/01/2022,05/11/2021,SO61551,214,11890,4,1,1
07/01/2022,12/12/2021,SO61599,480,21371,9,2,3
07/01/2022,10/09/2021,SO61599,528,21371,9,1,2
07/01/2022,16/10/2021,SO61654,541,11894,9,2,2
07/01/2022,27/10/2021,SO61654,214,11894,9,4,1
07/01/2022,12/09/2021,SO61654,530,11894,9,3,1
07/01/2022,22/12/2021,SO61654,561,11894,9,1,1
07/01/2022,28/11/2021,SO61613,480,11185,6,3,2
10/01/2022,01/12/2021,SO61822,477,22588,10,1,2
10/01/2022,28/11/2021,SO61822,214,22588,10,3,1
10/01/2022,22/10/2021,SO61806,235,19688,4,2,1
10/01/2022,22/09/2021,SO61806,475,19688,4,1,1
10/01/2022,24/12/2021,SO61839,541,17767,7,2,1
10/01/2022,28/10/2021,SO61839,585,17767,7,1,1
10/01/2022,28/10/2021,SO61830,528,11309,1,2,2
10/01/2022,03/11/2021,SO61830,537,11309,1,1,1
11/01/2022,30/11/2021,SO61879,235,14455,6,2,1
11/01/2022,24/11/2021,SO61879,476,14455,6,1,1
11/01/2022,16/11/2021,SO61918,477,17116,6,2,2
11/01/2022,28/11/2021,SO61918,229,17116,6,4,1
11/01/2022,12/12/2021,SO61918,479,17116,6,3,1
11/01/2022,08/11/2021,SO61918,582,17116,6,1,1
11/01/2022,23/11/2021,SO61856,477,11118,9,1,3
11/01/2022,10/12/2021,SO61856,484,11118,9,4,2
11/01/2022,25/09/2021,SO61856,478,11118,9,2,1
11/01/2022,25/12/2021,SO61856,487,11118,9,3,1
11/01/2022,23/12/2021,SO61888,529,25689,10,1,2
11/01/2022,19/09/2021,SO61888,480,25689,10,2,1
11/01/2022,09/10/2021,SO61910,595,12250,9,1,1
11/01/2022,10/12/2021,SO61883,485,21447,6,1,2
11/01/2022,16/09/2021,SO61867,538,27461,1,1,2
11/01/2022,25/11/2021,SO61867,220,27461,1,3,1
11/01/2022,05/11/2021,SO61867,232,27461,1,4,1
11/01/2022,28/11/2021,SO61867,529,27461,1,2,1
11/01/2022,29/09/2021,SO61885,485,16198,10,1,2
11/01/2022,28/09/2021,SO61885,473,16198,10,2,1
11/01/2022,08/12/2021,SO61908,479,17353,9,2,3
11/01/2022,12/10/2021,SO61908,477,17353,9,3,2
11/01/2022,25/10/2021,SO61908,371,17353,9,1,1
11/01/2022,21/10/2021,SO61920,223,11766,9,5,3
11/01/2022,05/11/2021,SO61920,479,11766,9,2,3
11/01/2022,10/10/2021,SO61920,477,11766,9,3,2
11/01/2022,26/11/2021,SO61920,490,11766,9,4,1
11/01/2022,24/09/2021,SO61920,576,11766,9,1,1
11/01/2022,25/10/2021,SO61880,474,19246,1,1,1
11/01/2022,31/10/2021,SO61874,481,23786,1,2,2
11/01/2022,09/11/2021,SO61874,536,23786,1,1,2
11/01/2022,14/12/2021,SO61899,477,12719,7,2,2
11/01/2022,27/12/2021,SO61899,478,12719,7,1,2
11/01/2022,29/09/2021,SO61884,466,15115,7,2,2
11/01/2022,07/11/2021,SO61884,475,15115,7,1,1
11/01/2022,22/09/2021,SO61865,530,28282,1,1,2
11/01/2022,03/12/2021,SO61860,223,22302,10,3,2
11/01/2022,29/10/2021,SO61860,489,22302,10,2,1
11/01/2022,16/11/2021,SO61860,581,22302,10,1,1
11/01/2022,24/09/2021,SO61859,220,15920,7,2,1
11/01/2022,16/11/2021,SO61859,581,15920,7,1,1
11/01/2022,17/09/2021,SO61886,480,13773,7,3,2
11/01/2022,29/11/2021,SO61886,528,13773,7,1,2
11/01/2022,23/10/2021,SO61886,537,13773,7,2,1
11/01/2022,18/12/2021,SO61857,215,15783,9,1,1
11/01/2022,26/09/2021,SO61890,480,26912,8,3,3
11/01/2022,20/10/2021,SO61890,529,26912,8,2,2
11/01/2022,18/12/2021,SO61890,538,26912,8,1,2
11/01/2022,24/12/2021,SO61909,599,12248,9,1,1
11/01/2022,10/12/2021,SO61858,488,14517,9,1,1
11/01/2022,27/11/2021,SO61862,485,12270,8,2,3
11/01/2022,03/10/2021,SO61862,354,12270,8,1,1
11/01/2022,22/10/2021,SO61862,471,12270,8,3,1
11/01/2022,24/09/2021,SO61902,481,15876,6,3,2
11/01/2022,10/11/2021,SO61902,485,15876,6,2,2
11/01/2022,26/12/2021,SO61902,356,15876,6,1,1
11/01/2022,24/12/2021,SO61907,379,20450,9,1,1
11/01/2022,17/12/2021,SO61878,475,18814,1,1,1
11/01/2022,03/12/2021,SO61919,223,29086,9,2,2
11/01/2022,19/10/2021,SO61919,490,29086,9,3,1
11/01/2022,12/10/2021,SO61919,585,29086,9,1,1
11/01/2022,13/09/2021,SO61913,356,11991,9,1,1
11/01/2022,15/10/2021,SO61871,536,23692,1,2,2
11/01/2022,18/09/2021,SO61871,484,23692,1,3,1
11/01/2022,22/09/2021,SO61871,528,23692,1,1,1
11/01/2022,19/09/2021,SO61894,214,12111,4,3,1
11/01/2022,14/09/2021,SO61894,528,12111,4,2,1
11/01/2022,02/10/2021,SO61894,537,12111,4,1,1
11/01/2022,01/12/2021,SO61875,477,23261,1,1,2
11/01/2022,09/10/2021,SO61875,478,23261,1,2,2
11/01/2022,14/10/2021,SO61875,484,23261,1,4,1
11/01/2022,27/10/2021,SO61875,487,23261,1,3,1
11/01/2022,22/11/2021,SO61881,223,18673,4,3,2
11/01/2022,09/10/2021,SO61881,226,18673,4,2,1
11/01/2022,01/12/2021,SO61881,476,18673,4,1,1
11/01/2022,15/09/2021,SO61916,214,20525,4,2,1
11/01/2022,15/11/2021,SO61916,381,20525,4,1,1
11/01/2022,27/11/2021,SO61866,529,11505,6,1,2
11/01/2022,19/09/2021,SO61866,539,11505,6,2,2
11/01/2022,09/11/2021,SO61866,215,11505,6,3,1
11/01/2022,28/10/2021,SO61873,477,17374,6,2,2
11/01/2022,14/09/2021,SO61873,478,17374,6,1,2
11/01/2022,17/09/2021,SO61873,484,17374,6,4,2
11/01/2022,18/10/2021,SO61873,487,17374,6,3,1
11/01/2022,29/11/2021,SO61911,360,13618,9,1,1
11/01/2022,20/09/2021,SO61903,485,14470,4,4,2
11/01/2022,03/11/2021,SO61903,528,14470,4,2,2
11/01/2022,20/12/2021,SO61903,356,14470,4,1,1
11/01/2022,09/11/2021,SO61903,537,14470,4,3,1
11/01/2022,24/12/2021,SO61872,464,22087,4,4,2
11/01/2022,29/10/2021,SO61872,220,22087,4,3,1
11/01/2022,24/11/2021,SO61872,528,22087,4,1,1
11/01/2022,21/09/2021,SO61872,536,22087,4,2,1
11/01/2022,04/11/2021,SO61891,477,24568,10,1,3
11/01/2022,09/12/2021,SO61891,223,24568,10,2,2
11/01/2022,20/12/2021,SO61895,480,11869,6,2,2
11/01/2022,24/11/2021,SO61895,537,11869,6,1,1
11/01/2022,03/12/2021,SO61914,488,26056,4,2,1
11/01/2022,12/10/2021,SO61914,562,26056,4,1,1
11/01/2022,14/12/2021,SO61887,528,20595,7,2,2
11/01/2022,11/11/2021,SO61887,536,20595,7,1,2
11/01/2022,09/12/2021,SO61887,214,20595,7,3,1
11/01/2022,24/11/2021,SO61912,214,13629,9,3,1
11/01/2022,30/11/2021,SO61912,226,13629,9,4,1
11/01/2022,02/11/2021,SO61912,356,13629,9,1,1
11/01/2022,17/10/2021,SO61912,485,13629,9,2,1
11/01/2022,30/10/2021,SO61892,480,29417,8,3,2
11/01/2022,24/12/2021,SO61892,530,29417,8,1,2
11/01/2022,28/10/2021,SO61892,541,29417,8,2,2
11/01/2022,26/12/2021,SO61892,486,29417,8,4,1
11/01/2022,06/12/2021,SO61901,475,14636,1,2,1
11/01/2022,16/09/2021,SO61901,588,14636,1,1,1
11/01/2022,18/09/2021,SO61921,481,23320,9,2,2
11/01/2022,11/10/2021,SO61921,605,23320,9,1,1
11/01/2022,31/10/2021,SO61896,528,11852,4,2,2
11/01/2022,14/12/2021,SO61896,220,11852,4,3,1
11/01/2022,18/09/2021,SO61896,537,11852,4,1,1
11/01/2022,17/11/2021,SO61900,220,11602,8,1,1
11/01/2022,12/11/2021,SO61905,223,13591,10,5,2
11/01/2022,26/09/2021,SO61905,477,13591,10,2,2
11/01/2022,13/09/2021,SO61905,479,13591,10,3,2
11/01/2022,05/12/2021,SO61905,214,13591,10,4,1
11/01/2022,15/12/2021,SO61905,574,13591,10,1,1
11/01/2022,07/12/2021,SO61898,485,15864,6,1,2
11/01/2022,19/09/2021,SO61889,464,24851,10,1,2
